ID,Response,obs,Mean,Low,High,p_UB_Anova,SubGroup,TopGroup
10,EC_C,0,NA,NA,NA,0.2755,Soybean,Grain crop
10,EC_C,4,-0.297056112,-0.73795326,0.143841036,0.2755,Wheat,Grain crop
10,EC_C,16,0.01356592,-0.249525304,0.269174567,0.2755,Vegetable,Grain crop
10,EC_C,4,0.12053945,-0.099969772,0.341048672,0.2755,CS,Grain crop
10,EC_C,0,NA,NA,NA,0.2755,CSW,Grain crop
10,EC_C,17,0.265410193,0.008061566,0.518683998,0.2755,Other,Grain crop
11,BS_C,4,-0.158958887,-0.227308808,-0.090608967,0.0135,Corn,Grain crop
11,BS_C,0,NA,NA,NA,0.0135,Soybean,Grain crop
11,BS_C,0,NA,NA,NA,0.0135,Wheat,Grain crop
11,BS_C,2,0.052917831,0.033673215,0.072162446,0.0135,Vegetable,Grain crop
11,BS_C,0,NA,NA,NA,0.0135,CS,Grain crop
11,BS_C,0,NA,NA,NA,0.0135,CSW,Grain crop
11,BS_C,4,0.05774607,-0.016205045,0.131697186,0.0135,Other,Grain crop
12,Aggre_C,19,0.258215744,0.176178442,0.339971992,0.4447,Corn,Grain crop
12,Aggre_C,7,0.017477621,-0.23041674,0.263807914,0.4447,Soybean,Grain crop
12,Aggre_C,5,0.018955794,-0.135049727,0.172961315,0.4447,Wheat,Grain crop
12,Aggre_C,8,0.146382691,0.043864966,0.252194835,0.4447,Vegetable,Grain crop
12,Aggre_C,81,0.112340772,0.080759122,0.14432731,0.4447,CS,Grain crop
12,Aggre_C,36,0.080918035,0.011230912,0.149549711,0.4447,CSW,Grain crop
12,Aggre_C,106,0.140517283,0.060972753,0.21776897,0.4447,Other,Grain crop
13,Porosity_C,7,0.472694773,-0.214275063,1.153586016,0.0154,Corn,Grain crop
13,Porosity_C,0,NA,NA,NA,0.0154,Soybean,Grain crop
13,Porosity_C,0,NA,NA,NA,0.0154,Wheat,Grain crop
13,Porosity_C,4,0.108568825,0.010233514,0.206904137,0.0154,Vegetable,Grain crop
13,Porosity_C,50,-0.008034383,-0.049371412,0.033530823,0.0154,CS,Grain crop
13,Porosity_C,3,-0.228379201,-0.387765531,-0.068992871,0.0154,CSW,Grain crop
13,Porosity_C,21,0.296117011,0.063691503,0.523214603,0.0154,Other,Grain crop
14,Penetration_C,4,-0.15714493,-0.24698843,-0.06730143,0.0173,Corn,Grain crop
14,Penetration_C,0,NA,NA,NA,0.0173,Soybean,Grain crop
14,Penetration_C,0,NA,NA,NA,0.0173,Wheat,Grain crop
14,Penetration_C,2,0.147972976,0.135437971,0.16050798,0.0173,Vegetable,Grain crop
14,Penetration_C,88,0.035882337,-0.004598209,0.077378699,0.0173,CS,Grain crop
14,Penetration_C,36,0.037268892,0.006809716,0.067188202,0.0173,CSW,Grain crop
14,Penetration_C,26,0.193237167,0.044419735,0.340410635,0.0173,Other,Grain crop
15,Infiltration_C,20,0.583208094,0.361378916,0.797036357,0.6784,Corn,Grain crop
15,Infiltration_C,3,0.527420327,0.445645185,0.609195469,0.6784,Soybean,Grain crop
15,Infiltration_C,0,NA,NA,NA,0.6784,Wheat,Grain crop
15,Infiltration_C,0,NA,NA,NA,0.6784,Vegetable,Grain crop
15,Infiltration_C,4,0.142911669,-0.003778123,0.289601461,0.6784,CS,Grain crop
15,Infiltration_C,0,NA,NA,NA,0.6784,CSW,Grain crop
15,Infiltration_C,15,0.621319242,0.170319397,1.053597986,0.6784,Other,Grain crop
16,Ksat_C,11,0.349652136,-0.507319255,1.22945268,4.00E-04,Corn,Grain crop
16,Ksat_C,0,NA,NA,NA,4.00E-04,Soybean,Grain crop
16,Ksat_C,0,NA,NA,NA,4.00E-04,Wheat,Grain crop
16,Ksat_C,3,-0.110867802,-0.474141974,0.25240637,4.00E-04,Vegetable,Grain crop
16,Ksat_C,14,0.025536167,-0.392613619,0.454408742,4.00E-04,CS,Grain crop
16,Ksat_C,3,0.961974047,0.753137068,1.170811025,4.00E-04,CSW,Grain crop
16,Ksat_C,27,1.601009395,1.167080852,2.03828933,4.00E-04,Other,Grain crop
17,Erosion_C,6,0.587869096,0.324523493,0.85481125,0,Corn,Grain crop
17,Erosion_C,47,-2.142919229,-2.448978515,-1.834051519,0,Soybean,Grain crop
17,Erosion_C,0,NA,NA,NA,0,Wheat,Grain crop
17,Erosion_C,0,NA,NA,NA,0,Vegetable,Grain crop
17,Erosion_C,3,-0.212088909,-0.654925968,0.230748151,0,CS,Grain crop
17,Erosion_C,0,NA,NA,NA,0,CSW,Grain crop
17,Erosion_C,27,-0.634461976,-1.095479302,-0.169568762,0,Other,Grain crop
18,Runoff_C,6,-0.068196486,-0.164898076,0.024527215,1.00E-04,Corn,Grain crop
18,Runoff_C,50,-1.852383517,-2.215062747,-1.48579783,1.00E-04,Soybean,Grain crop
18,Runoff_C,0,NA,NA,NA,1.00E-04,Wheat,Grain crop
18,Runoff_C,0,NA,NA,NA,1.00E-04,Vegetable,Grain crop
18,Runoff_C,0,NA,NA,NA,1.00E-04,CS,Grain crop
18,Runoff_C,0,NA,NA,NA,1.00E-04,CSW,Grain crop
18,Runoff_C,64,-1.023134614,-1.286503509,-0.758585562,1.00E-04,Other,Grain crop
19,Leaching_C,151,-1.163896542,-1.455365551,-0.866125335,0.048,Corn,Grain crop
19,Leaching_C,5,0.436302919,-0.453807357,1.300641497,0.048,Soybean,Grain crop
19,Leaching_C,4,-0.582505667,-1.081484292,-0.083527042,0.048,Wheat,Grain crop
19,Leaching_C,10,-0.518362874,-0.643295261,-0.395601938,0.048,Vegetable,Grain crop
19,Leaching_C,11,-0.394986386,-0.653946051,-0.139049065,0.048,CS,Grain crop
19,Leaching_C,3,0.801180212,0.74661978,0.855740644,0.048,CSW,Grain crop
19,Leaching_C,83,-0.915361264,-1.139540716,-0.686633342,0.048,Other,Grain crop
20,ST_C,1,0.382992252,0.382992252,0.382992252,0,Corn,Grain crop
20,ST_C,2,-0.146491077,-0.199019683,-0.093962471,0,Soybean,Grain crop
20,ST_C,0,NA,NA,NA,0,Wheat,Grain crop
20,ST_C,0,NA,NA,NA,0,Vegetable,Grain crop
20,ST_C,28,-0.067772007,-0.082334443,-0.053914982,0,CS,Grain crop
20,ST_C,0,NA,NA,NA,0,CSW,Grain crop
20,ST_C,14,-0.061903267,-0.106183665,-0.01705212,0,Other,Grain crop
21,SWC_C,16,-0.002491491,-0.074893958,0.069027259,0.0015,Corn,Grain crop
21,SWC_C,18,0.011381383,-0.102924125,0.122320075,0.0015,Soybean,Grain crop
21,SWC_C,62,-0.117334337,-0.192009359,-0.042975028,0.0015,Wheat,Grain crop
21,SWC_C,27,-0.020870807,-0.078588561,0.03780234,0.0015,Vegetable,Grain crop
21,SWC_C,75,0.028399041,0.004664049,0.052980487,0.0015,CS,Grain crop
21,SWC_C,39,0.029695735,0.009389888,0.050222219,0.0015,CSW,Grain crop
21,SWC_C,215,0.032272607,-0.001368661,0.065072768,0.0015,Other,Grain crop
22,AWHC_C,1,0.125163143,0.125163143,0.125163143,0,Corn,Grain crop
22,AWHC_C,0,NA,NA,NA,0,Soybean,Grain crop
22,AWHC_C,45,-0.210567389,-0.264322904,-0.157754244,0,Wheat,Grain crop
22,AWHC_C,1,0.295980875,0.295980875,0.295980875,0,Vegetable,Grain crop
22,AWHC_C,6,0.058443902,0.044257364,0.07263044,0,CS,Grain crop
22,AWHC_C,0,NA,NA,NA,0,CSW,Grain crop
22,AWHC_C,22,0.063230801,-0.009605958,0.137128753,0,Other,Grain crop
23,Weed_C,50,-0.225092815,-0.885772953,0.453463431,0,Corn,Grain crop
23,Weed_C,24,0.629155797,0.045064812,1.204913374,0,Soybean,Grain crop
23,Weed_C,0,NA,NA,NA,0,Wheat,Grain crop
23,Weed_C,145,-0.390527241,-0.504816236,-0.281791549,0,Vegetable,Grain crop
23,Weed_C,0,NA,NA,NA,0,CS,Grain crop
23,Weed_C,0,NA,NA,NA,0,CSW,Grain crop
23,Weed_C,62,-1.870090739,-2.281500323,-1.451323321,0,Other,Grain crop
24,Diseases_C,0,NA,NA,NA,NA,Corn,Grain crop
24,Diseases_C,0,NA,NA,NA,NA,Soybean,Grain crop
24,Diseases_C,0,NA,NA,NA,NA,Wheat,Grain crop
24,Diseases_C,0,NA,NA,NA,NA,Vegetable,Grain crop
24,Diseases_C,0,NA,NA,NA,NA,CS,Grain crop
24,Diseases_C,0,NA,NA,NA,NA,CSW,Grain crop
24,Diseases_C,20,-0.362692929,-0.550380772,-0.180292359,NA,Other,Grain crop
25,Pests_C,0,NA,NA,NA,0.744,Corn,Grain crop
25,Pests_C,0,NA,NA,NA,0.744,Soybean,Grain crop
25,Pests_C,0,NA,NA,NA,0.744,Wheat,Grain crop
25,Pests_C,47,-0.012692512,-0.251627281,0.222453506,0.744,Vegetable,Grain crop
25,Pests_C,0,NA,NA,NA,0.744,CS,Grain crop
25,Pests_C,0,NA,NA,NA,0.744,CSW,Grain crop
25,Pests_C,10,0.100158991,-0.058895461,0.259562376,0.744,Other,Grain crop
26,SoilFauna_C,1,0.356674944,0.356674944,0.356674944,0.0279,Corn,Grain crop
26,SoilFauna_C,0,NA,NA,NA,0.0279,Soybean,Grain crop
26,SoilFauna_C,4,0.640545629,0.033685829,1.247405429,0.0279,Wheat,Grain crop
26,SoilFauna_C,25,0.01559393,-0.120125537,0.157011463,0.0279,Vegetable,Grain crop
26,SoilFauna_C,0,NA,NA,NA,0.0279,CS,Grain crop
26,SoilFauna_C,0,NA,NA,NA,0.0279,CSW,Grain crop
26,SoilFauna_C,24,0.579618077,0.25586889,0.894105196,0.0279,Other,Grain crop
27,Fungal_C,6,0.916881197,0.521328539,1.312531613,1.00E-04,Corn,Grain crop
27,Fungal_C,0,NA,NA,NA,1.00E-04,Soybean,Grain crop
27,Fungal_C,0,NA,NA,NA,1.00E-04,Wheat,Grain crop
27,Fungal_C,38,0.206824789,0.107301246,0.302781514,1.00E-04,Vegetable,Grain crop
27,Fungal_C,0,NA,NA,NA,1.00E-04,CS,Grain crop
27,Fungal_C,0,NA,NA,NA,1.00E-04,CSW,Grain crop
27,Fungal_C,52,0.467011301,0.346520821,0.585793626,1.00E-04,Other,Grain crop
28,OtherMicrobial_C,0,NA,NA,NA,0.013,Corn,Grain crop
28,OtherMicrobial_C,0,NA,NA,NA,0.013,Soybean,Grain crop
28,OtherMicrobial_C,0,NA,NA,NA,0.013,Wheat,Grain crop
28,OtherMicrobial_C,49,0.094974497,0.015462393,0.175830754,0.013,Vegetable,Grain crop
28,OtherMicrobial_C,0,NA,NA,NA,0.013,CS,Grain crop
28,OtherMicrobial_C,0,NA,NA,NA,0.013,CSW,Grain crop
28,OtherMicrobial_C,125,0.221564571,0.170621233,0.27318204,0.013,Other,Grain crop
29,Enzyme_C,0,NA,NA,NA,0.0604,Corn,Grain crop
29,Enzyme_C,0,NA,NA,NA,0.0604,Soybean,Grain crop
29,Enzyme_C,2,-0.014259708,-0.029182767,0.00066335,0.0604,Wheat,Grain crop
29,Enzyme_C,47,0.22541068,0.145625126,0.304013775,0.0604,Vegetable,Grain crop
29,Enzyme_C,4,0.130577477,-0.059053368,0.320208322,0.0604,CS,Grain crop
29,Enzyme_C,0,NA,NA,NA,0.0604,CSW,Grain crop
29,Enzyme_C,113,0.104241032,0.05674867,0.149621153,0.0604,Other,Grain crop
30,Cmina_C,0,NA,NA,NA,0.0034,Corn,Grain crop
30,Cmina_C,4,-0.098857836,-0.12894447,-0.068771203,0.0034,Soybean,Grain crop
30,Cmina_C,7,0.159890747,-0.017210228,0.333811423,0.0034,Wheat,Grain crop
30,Cmina_C,16,0.293501169,0.078769262,0.510442993,0.0034,Vegetable,Grain crop
30,Cmina_C,32,0.099146153,0.052558905,0.144198025,0.0034,CS,Grain crop
30,Cmina_C,36,0.078557646,0.059869317,0.096834496,0.0034,CSW,Grain crop
30,Cmina_C,25,0.191948888,0.115481748,0.26724107,0.0034,Other,Grain crop
31,Nmina_C,18,0.126353214,-0.01047386,0.263772618,0.1072,Corn,Grain crop
31,Nmina_C,6,0.17348062,0.048326698,0.298531517,0.1072,Soybean,Grain crop
31,Nmina_C,26,0.050558426,-0.133305769,0.224849573,0.1072,Wheat,Grain crop
31,Nmina_C,79,0.111261943,-0.024437019,0.249333151,0.1072,Vegetable,Grain crop
31,Nmina_C,32,0.150454895,0.05325775,0.248532752,0.1072,CS,Grain crop
31,Nmina_C,0,NA,NA,NA,0.1072,CSW,Grain crop
31,Nmina_C,127,0.272144243,0.209366045,0.33609351,0.1072,Other,Grain crop
32,NxO_C,0,NA,NA,NA,NA,Corn,Grain crop
32,NxO_C,0,NA,NA,NA,NA,Soybean,Grain crop
32,NxO_C,0,NA,NA,NA,NA,Wheat,Grain crop
32,NxO_C,0,NA,NA,NA,NA,Vegetable,Grain crop
32,NxO_C,0,NA,NA,NA,NA,CS,Grain crop
32,NxO_C,0,NA,NA,NA,NA,CSW,Grain crop
32,NxO_C,30,0.332696407,0.129324665,0.539745062,NA,Other,Grain crop
33,SIR_C,0,NA,NA,NA,NA,Corn,Grain crop
33,SIR_C,0,NA,NA,NA,NA,Soybean,Grain crop
33,SIR_C,0,NA,NA,NA,NA,Wheat,Grain crop
33,SIR_C,0,NA,NA,NA,NA,Vegetable,Grain crop
33,SIR_C,0,NA,NA,NA,NA,CS,Grain crop
33,SIR_C,0,NA,NA,NA,NA,CSW,Grain crop
33,SIR_C,17,-0.190203735,-0.252840573,-0.126838381,NA,Other,Grain crop
34,CO2BTest_C,1,1,1,1,0.036,Corn,Grain crop
34,CO2BTest_C,0,NA,NA,NA,0.036,Soybean,Grain crop
34,CO2BTest_C,20,0.137516388,0.102890709,0.171049917,0.036,Wheat,Grain crop
34,CO2BTest_C,0,NA,NA,NA,0.036,Vegetable,Grain crop
34,CO2BTest_C,0,NA,NA,NA,0.036,CS,Grain crop
34,CO2BTest_C,0,NA,NA,NA,0.036,CSW,Grain crop
34,CO2BTest_C,85,0.084331275,-0.000753433,0.172376253,0.036,Other,Grain crop
35,CO2_C,1,1,1,1,0.0098,Corn,Grain crop
35,CO2_C,0,NA,NA,NA,0.0098,Soybean,Grain crop
35,CO2_C,2,0.710501595,0.647920443,0.773082747,0.0098,Wheat,Grain crop
35,CO2_C,11,0.380196433,0.086692312,0.668866511,0.0098,Vegetable,Grain crop
35,CO2_C,0,NA,NA,NA,0.0098,CS,Grain crop
35,CO2_C,0,NA,NA,NA,0.0098,CSW,Grain crop
35,CO2_C,29,0.224712021,0.09038524,0.357257074,0.0098,Other,Grain crop
36,CH4_C,0,NA,NA,NA,NA,Corn,Grain crop
36,CH4_C,0,NA,NA,NA,NA,Soybean,Grain crop
36,CH4_C,0,NA,NA,NA,NA,Wheat,Grain crop
36,CH4_C,0,NA,NA,NA,NA,Vegetable,Grain crop
36,CH4_C,0,NA,NA,NA,NA,CS,Grain crop
36,CH4_C,0,NA,NA,NA,NA,CSW,Grain crop
36,CH4_C,25,0.690629674,0.508231401,0.877595041,NA,Other,Grain crop
37,MBC_C,1,0.225904713,0.225904713,0.225904713,0,Corn,Grain crop
37,MBC_C,4,0.029514338,0.023723877,0.0353048,0,Soybean,Grain crop
37,MBC_C,24,0.202828815,0.176593272,0.228381934,0,Wheat,Grain crop
37,MBC_C,72,0.506812643,0.388125113,0.622876578,0,Vegetable,Grain crop
37,MBC_C,32,0.080786027,-0.053136981,0.209928322,0,CS,Grain crop
37,MBC_C,24,0.467949626,0.323020657,0.614944122,0,CSW,Grain crop
37,MBC_C,160,0.119092111,0.076586972,0.162168826,0,Other,Grain crop
38,MBN_C,1,0.628608659,0.628608659,0.628608659,0.3232,Corn,Grain crop
38,MBN_C,0,NA,NA,NA,0.3232,Soybean,Grain crop
38,MBN_C,29,0.262547198,0.128872699,0.395424066,0.3232,Wheat,Grain crop
38,MBN_C,60,0.184534017,0.103314239,0.265856869,0.3232,Vegetable,Grain crop
38,MBN_C,0,NA,NA,NA,0.3232,CS,Grain crop
38,MBN_C,0,NA,NA,NA,0.3232,CSW,Grain crop
38,MBN_C,93,0.247238881,0.180008125,0.314690393,0.3232,Other,Grain crop
